,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21
0,0.026074900000001122,0.0074880999999997755,0.007820999999999856,0.007239599999998347,0.006819200000002468,0.007334399999997743,0.007217699999998217,0.007311200000000184,0.006653899999999879,0.007237899999999797,0.0064576000000009515,0.006870899999999125,0.006965199999999783,0.007332500000000408,0.007046799999997688,0.007437500000001762,0.00726320000000058,0.007657500000000539,0.0067720999999991704,0.006550799999999413,0.007409500000001401
1,0.007077600000002349,0.006774100000001226,0.007779799999998005,0.0078086000000006095,0.007532600000001111,0.006766200000001277,0.007738199999998585,0.00665779999999927,0.006702000000000652,0.006647099999998574,0.007767400000002311,0.00724469999999755,0.007778999999999314,0.007791499999999729,0.007370099999999269,0.007716199999997286,0.007773799999998943,0.008568700000001428,0.007938100000000503,0.007241400000001619,0.007497399999998322
2,0.006782099999998792,0.006984400000000335,0.007809299999998132,0.006657400000001701,0.006909099999997892,0.006585299999997574,0.006613199999996766,0.0077262000000004605,0.007427100000001019,0.007678399999999641,0.0069912999999992564,0.007183399999998841,0.007261299999999693,0.007143199999998018,0.007409500000001401,0.007577399999998846,0.007589700000000477,0.00743630000000195,0.007224499999999523,0.006920700000002,0.006989200000003137
3,0.007854900000001663,0.007249099999999231,0.006836400000000964,0.00666169999999866,0.0073928000000016425,0.006697299999999018,0.00745149999999839,0.008030800000000227,0.007386499999999074,0.007230399999997417,0.00736829999999955,0.007088400000000661,0.0077011999999996306,0.008235899999998963,0.008179799999997073,0.007524599999999992,0.008052300000002788,0.007131199999999893,0.006963400000000064,0.0071232999999999436,0.007208600000002008
4,0.00725309999999979,0.006859999999999644,0.006535200000001851,0.007113299999996769,0.006686300000001921,0.006565599999998284,0.006630999999998721,0.007036299999999329,0.007265600000000205,0.006383799999998274,0.006488400000002059,0.006523999999998864,0.006902900000000045,0.0066325999999996554,0.007287500000000335,0.006979699999998701,0.006757399999997915,0.007092700000001173,0.006936499999998347,0.006887700000000052,0.007146399999999886
5,0.007222099999999898,0.00672349999999966,0.006903299999997614,0.006892700000001639,0.006820799999999849,0.006642800000001614,0.00666310000000081,0.006852900000001938,0.006887800000001221,0.006705600000000089,0.00677779999999828,0.0070054999999982215,0.006860499999998382,0.007382299999999731,0.008035800000001814,0.007798799999999773,0.007451100000000821,0.007070499999997537,0.007225399999999382,0.007124600000000925,0.0066920000000010305
6,0.0077721999999980085,0.007057900000003059,0.007527799999998308,0.006766100000000108,0.006800600000001822,0.007046400000000119,0.0077846000000008075,0.007929500000003031,0.012431100000000583,0.007714500000002289,0.007356300000001426,0.007188700000000381,0.0070318000000000325,0.006429700000001759,0.006809199999999294,0.0068936000000014985,0.00675860000000128,0.006784399999997248,0.007004000000002009,0.0073158000000006496,0.0071814000000003375
7,0.007970499999998992,0.007643100000002789,0.007177399999999778,0.006703600000001586,0.006964399999997539,0.007239900000001853,0.006949900000002174,0.0071067999999989695,0.006895499999998833,0.00709550000000192,0.006902000000000186,0.008811800000000147,0.007220000000000226,0.006764199999999221,0.006597899999999157,0.0067072000000010235,0.006557199999999597,0.006657400000001701,0.007014699999999152,0.007301900000001638,0.006776200000000898
8,0.007081400000000571,0.006936800000001853,0.006707299999998639,0.0067669999999999675,0.006718899999999195,0.007073999999999359,0.006867499999998472,0.006675999999998794,0.006982999999998185,0.006679599999998231,0.006378000000001549,0.007342299999997692,0.006882900000000802,0.007397199999999771,0.006932400000000172,0.0066241999999974155,0.00676029999999983,0.006455199999997774,0.006828500000001014,0.00644399999999834,0.0074627000000013766
9,0.006932200000001387,0.006883099999999587,0.006603399999999482,0.007139099999999843,0.00659480000000201,0.006669699999999779,0.006399300000001773,0.006767299999999921,0.006609499999999713,0.0064226000000005,0.006342100000001238,0.006925899999998819,0.006946200000001568,0.006630099999998862,0.0065565999999996905,0.006417700000000082,0.0066145000000013,0.006551999999999225,0.007216200000002004,0.007189499999999072,0.007290300000001082
10,0.008290999999999826,0.007050499999998294,0.006990600000001734,0.007551100000000588,0.006928900000001903,0.0069139000000006945,0.008163999999997174,0.007558400000000631,0.007719900000001445,0.0071665999999979135,0.006720299999997792,0.00693250000000134,0.007268299999999783,0.007533199999997464,0.007158399999998011,0.007326000000002608,0.008025299999999902,0.008294700000000432,0.007593599999999867,0.009004200000003237,0.00777790000000067
11,0.007108500000001072,0.008041099999999801,0.007629500000000178,0.010412600000002215,0.008498199999998235,0.008829500000000934,0.00821110000000047,0.010013799999999407,0.00936929999999947,0.0077096000000018705,0.009153300000001252,0.007780799999999033,0.008013299999998225,0.007506899999999206,0.008153700000001152,0.007393000000000427,0.007306899999999672,0.007158699999997964,0.006517999999999802,0.0081869999999995,0.008516999999997665
12,0.008711200000000474,0.007189699999997856,0.007220400000001348,0.007638000000000034,0.007314799999999622,0.008075600000001515,0.008925300000001357,0.008704600000001506,0.007203799999999205,0.008307099999999679,0.007710299999999393,0.007984300000000388,0.008105900000000332,0.007175900000000013,0.007531099999997792,0.007758500000001334,0.006995199999998647,0.00665079999999918,0.006629300000000171,0.006603999999999388,0.006838799999997036
13,0.008150499999999283,0.007941600000002325,0.006985999999997716,0.008430799999999294,0.008294899999999217,0.008123600000001119,0.007288700000000148,0.007701499999999584,0.007200900000000843,0.009114000000000289,0.009201699999998425,0.008269599999998434,0.0076910999999988405,0.00967380000000162,0.00965280000000135,0.007878199999996838,0.008267200000002362,0.007701499999999584,0.008864500000001385,0.008557499999998441,0.008282599999997586
14,0.008113400000002713,0.008553899999999004,0.008618999999999488,0.008657700000000546,0.009670800000002089,0.008610399999998464,0.00872929999999883,0.008489799999999548,0.007916300000001542,0.007908700000001545,0.007958899999998437,0.007999299999998044,0.007943799999999612,0.007742800000002603,0.007812600000001169,0.007198800000001171,0.007599100000000192,0.007782200000001183,0.00717419999999791,0.007679500000001838,0.008848799999999102
15,0.008613000000000426,0.008445200000000597,0.006984299999999166,0.007960400000001755,0.007703100000000518,0.006892499999999302,0.006933300000000031,0.00662579999999835,0.007008400000000137,0.007443999999999562,0.006517800000001017,0.007029600000002745,0.006674999999997766,0.006930199999999331,0.006929299999999472,0.006955500000000114,0.006398699999998314,0.007098400000000282,0.007060299999999131,0.006773100000000198,0.0074154000000028475
